id,age,age_group,gender,race,education,partyid,libcon,fo_dei,fo_jus_soli,fo_ukraine_mil,fo_israel_mil,fo_reduce_unequal,fo_schoolvax,fo_trans_mil,harris_likes,harris_dislikes,trump_likes,trump_dislikes,mipp_1,harris_therm,trump_therm
354233,57,55-64,2. Woman,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,99. Haven't thought much about this,2. Favor a moderate amount,2. Favor moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,2. Favor a moderate amount,4. Neither favor nor oppose,2. Favor a moderate amount,NA,"The economy is garbage right now, the government is a mess, she wasn't fit to be, didn't want er to be president when Biden was talking about going out and now that she is out now they think she's the best candidate there is /AE/ No","The way the economy was when he was president before, gas prices were down, housing proces were down, food everyhting was going down, the border was safe and now its not /AE/ No",NA,The economy. /ms/ Cost of living; prices of food and gas.,15,70
354361,38,35-44,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,NA,"If you followed Kamala through her career of politics, it changes like the wind. What suits her needs or saves face is what she petitions for /AE/ No I want to be respectful","Well he's a very wealthy and  and successful businessman so he knows how to run a business and the US is a very large business. /AE/ He does what he says, he's not shy or afraid to tell it how it is and he left his life of luxury to try to make america great again /AE/ He didn't have to leave all that for all the BS and drama to try to be the president of the free world /AE/ No",NA,"Division/tm/government, state, all the way up to federal are trying to divide people based on religion, race, sexual orientation, values, the list goes on.",0,85
354499,47,45-54,2. Woman,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,2. Liberal,1. Favor a great deal,7. Oppose a great deal,3. Favor a little,3. Favor a little,1. Favor a great deal,1. Favor a great deal,4. Neither favor nor oppose,sge for the people and thaT SHE HAS PLANS ANSDI TENSIONS TO DO BIG THING FOR THIS SCOUNYRY/ao/no iM JUST WXCITED TO ASHE WHAT SHE IS GOING TO DO/AO/NO,NA,NA,ev ery thing he is about himself and who ever likes him/ao/no,racism is still the biggest problem,75,0
354560,65,65+,1. Man,"1. White, non-Hispanic",5. Graduate degree,3. Independent-Democrat,4. Moderate; middle of the road,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,"She's not Donald Trump /AE/ I like that she's a woman, gender. Like that she's mixed race. That says something good about the United States. I think that I overall align with the Democratic agenda more so than the Republican agenda, but I actually consider myself and Independent /AE/ Reletive youth in comparison to Biden and Trump, its nice to have someone in whose not on the verge of being 80 /AE/ No",If she persues an overly liberal agenda /AE/ No,NA,"Almost everything about him. I find it terrifying that someone like him can run for president. /AE/ I could go on and on but I think that that last sentance, I think he's mentally unfit to run the most powerful country in the world /AE/ No",Racism /MT/ I think that tere is either a occult or maybre  not do occult levels ot racis m fueling Donald Trump and the Maga movenet /ae/,70,0
354599,77,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,6. Not very strong Republican,6. Conservative,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,2. Favor moderately,6. Oppose a moderate amount,1. Favor a great deal,6. Oppose a moderate amount,NA,"her thing on abortion, trangender issues, her liberalness, very liberal",NA,"just his disassociation from the truth, he truth challenged","Well the economy certianly. I think it's the inflation and the cost of food housing and things that are impacting low income americans and everyone. I think the old quote was it is the economy, stupid"" that came out of prior elections. """,40,30
354679,72,NA,2. Woman,"2. Black, non-Hispanic",5. Graduate degree,1. Strong Democrat,99. Haven't thought much about this,3. Favor a little,3. Favor a little,5. Oppose a little,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,NA,"she is a woman she should not be the president of the USA, she is prejudism , she is racits, /ao/ no","because he is not marrying same sex marriage, /ao/ he seems he is a fair man, he is no perfect, /ao/ I like he did not sign the same sex marriage that is a big deal for me, what goes against God's word I am against it. /ao/no",NA,"Well um, it' just things are not organized, it's not in order like it should be, I just think that black people is gettig a bad deal, they're on the bottom of everything and it's not getting no better, a lot of predjudice going on and it should be better, 400 years and it's too much /AE/ yeah definitely, maybe this is not the question you asking it's just like um a lot of our young men are getting killed and shot down for the same stuff they're getting picked up for drugs and they got drugs in the jail and they're messing them up, it's a big business, I feel good saying how I feel about certain things, I have children and I pray it will be better before I pass, for them but for me too while I'm here /AE/ yes ma'am I think that it should be some changes in the prison system, the correction officers not doing their job because they're sitting by and letting the prisoners get abused I had a [REDACTED FAMILY MEMBER] that made time in jail and he was beat up and the police just watched the gangs beat him up and didn't do anything and they shipped him off before we could do anything about it /AE/ He suffered from the being beat up in prison and nothhing be done about it basically that's all I can say on that matter, I'm sure a lot of people are going through the same thing, I'm just telling you what happened to my [REDACTED FAMILY MEMBER] and it shouldn't happen /AE/ Well uh, the blacks don't get treated fair with jobs, wherever even prison jobs, they don't get a fair deal like the white does, all over the world theyre not getting treated fari in jobs, police officer, fire fighters, the black are just not treated fair /AE/ oh yeah, I got a good one, the people that work 30 years and waiting to get their retirement money like if your husband dies I couldn't he was in the [REDACTED MILITARY BRANCH] I'm his wife and they denied me because I divorced him but I was married to him and I had his children and I went to get the money and they denied me and I think it's wrong",70,100
354834,22,18-24,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",1. Strong Democrat,1. Extremely liberal,2. Favor a moderate amount,7. Oppose a great deal,2. Favor moderately,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"I agree  the majority stans on economic and immigration , health care ,he oganization  of goverment  and women's rights to reproduction ae...crime  rate and gun safety ..",NA,NA,"aware that he has a projected plan,  2025 and aware  the media  not all souce are true as to what his 2025 plan is, has  women right of production should be decided by him and it is not his right or the presdidental right to control womens rights to reproduction, make america as it was and  hh as it once was and the nuclear family with mother staying home an father going to work, affect the lbq cummunity and  the susposed hh  they would not have a place in this country with the hh model he is projecting  and not access to healh care and other neccessity , impend on religious freedom","I think there are multiple problems this country is faced with now, racism, sexism homophobics, bigots.. I'll focus on sexism. I think the devide between men and woman is increasingly going every day and I think it is creating a inbalance where womans rights are in danger of being taken away with every new law or idea that is set in to motion. /AE/ No",90,0
354914,72,NA,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,1. Favor a great deal,7. Oppose a great deal,2. Favor moderately,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,"She's a woman, she's biracial, my [REDACTED FAMILY MEMBERS] are all biracial, she graduated from Howard university, [REDACTED DETAILS]. She seems to be kind, she seems to be receptive to talking to people, she's willing to change her mind about things, she's intelligent. And I think it's time we have a younger person as president. /AE/ I like that she was attorney general of california, and I liked her when she was a senator, I liked watching when she was questioning the people who are now supreme court judges, I think she knew how to question them. /AE/ Nope that's probably it.",NA,NA,"He's a liar he's a racist he's a misogynist he's a conman, he's convicted of abusing women, and he's convicted of fraud, and I grew up in [REDACTED STATE] I've always known he's a conman. /AE/ Yeah I've ran a [REDACTED OCCUPATION] for 20 years and I think he's in cognitive decline. /AE/ I think his choice for vice president was very ugly. /AE/ I think that covers it.",The divisiveness and anger which go together,85,0
354995,21,18-24,1. Man,"6. Multiple races, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,3. Slightly liberal,1. Favor a great deal,7. Oppose a great deal,4. Neither favor nor oppose,4. Neither favor nor oppose,-2 DK/RF in V242250 or V242251,4. Neither favor nor oppose,1. Favor a great deal,NA,NA,NA,"Limiting opportunities for US citizens as he has done in the past /AE/ that's basically it, but to be more specfic his stance on Abortion, LGBT rights, Minority rights, education and women's rights /AE/ Not at the moment no",Refusal,85,20
355008,62,55-64,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",1. Strong Democrat,4. Moderate; middle of the road,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,7. Oppose a great deal,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,Por ser mujer y como es madre alo mejor nos entenderiamos mejor /ao/ Yo creo que ella veria mas el lado humano de las personas y lsa necesidades de nosotros /ao/ No seria todo,NA,NA,Yo creo que una persona que hace muchos fraudes no debeia ser electo como presidente /ao/ No creo que con eso digo todo,"La economia, la inflacion esta muy caro todo, y los sueldos siguen igual",80,50
355224,49,45-54,2. Woman,"2. Black, non-Hispanic",2. High school credential,4. Independent,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,She talks about help the country,NA,NA,"He  talks about woman to bad, he likes bashig people.",job rate pay- I dont think enough money to survive.  they dont make,50,0
355272,62,55-64,1. Man,"5. Native American/Alaska Native or other race, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,NA,Too radical and too far left. wants to give this country away. open borders. she wants everybody to work two jobs. /ae/no,he's an american and he's for america. he's for american citizens. /ae/ he doesn't hold back and you know where he's coming from. yeah he has some bad points but he's a patriot and he cares about the military. /ae/ no,NA,Immigration /tm/ Too many illegals /ao/ no,0,100
355323,21,18-24,2. Woman,3. Hispanic,"3. Some post-high school, no bachelor's degree",3. Independent-Democrat,2. Liberal,1. Favor a great deal,6. Oppose moderately,4. Neither favor nor oppose,7. Oppose a great deal,2. Favor a moderate amount,2. Favor a moderate amount,2. Favor a moderate amount,She is a democrat/ae/no,NA,He is better with the economics/no,He is a bad person and a felon/ae/no,the economy,85,30
355337,45,45-54,1. Man,"1. White, non-Hispanic",1. Less than high school credential,5. Independent-Republican,99. Haven't thought much about this,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,7. Oppose a great deal,-2 DK/RF in V242250 or V242251,4. Neither favor nor oppose,4. Neither favor nor oppose,NA,everything/he has done nothing this presidency except roe v wade/ao/no,his presidentcy is better than the one happening now/aono,NA,"Too many to list really. We'll say immigration for one, illegal.",0,100
355622,49,45-54,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,3. Slightly liberal,2. Favor a moderate amount,7. Oppose a great deal,1. Favor a great deal,3. Favor a little,-6. No post interview,-6. No post interview,-6. No post interview,More in line wiht my ideals and she is not donal trump,NA,NA,"Evething about him, immigrants stands, racist.",NA,NA,NA
355699,75,NA,2. Woman,"1. White, non-Hispanic",5. Graduate degree,7. Strong Republican,6. Conservative,4. Neither favor nor oppose,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,7. Oppose a great deal,2. Favor a moderate amount,2. Favor a moderate amount,NA,decline that,"he's talking about doing away with certain federal things like income tax, he wants to bring home the hostages from Isreal",NA,economy,0,100
355942,40,35-44,1. Man,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,99. Haven't thought much about this,5. Oppose a little,4. Neither favor nor oppose,6. Oppose moderately,5. Oppose a little,2. Favor a moderate amount,6. Oppose a moderate amount,4. Neither favor nor oppose,NA,Hasn't spoken much until lately./ae/Kind of hidden as VP/ae/no,Not a career politician/ae/no,Loose with his words/ae/no,The Economy. Far too much inflation and the dollar can't keepup with it.,50,75
355971,63,55-64,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,7. Strong Republican,6. Conservative,6. Oppose a moderate amount,1. Favor a great deal,7. Oppose a great deal,2. Favor moderately,-2 DK/RF in V242250 or V242251,-2. DK/RF in V242317 or V242318,5. Oppose a little,NA,"I just want to be positive and vote for policies and vote for the things i believe in. i don't want to vote for negativity, i don't think anything she can do to change my mind. /ae/ no.",I like his policies. /AE/ that's it.,"no, but i wish he was more emotionally disciplined. /AE/ no.","too many special interests, both in companies and in individuals",20,80
355994,18,18-24,1. Man,3. Hispanic,2. High school credential,6. Not very strong Republican,4. Moderate; middle of the road,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,3. Favor a little,4. Neither favor nor oppose,NA,NA,certain policies that he established and would like to leave that as a broad statement AE no,Some certain that do contradict the previous one AE no,the economy /tm/ inflation in prices in domestic prices at an extreme rate /ao/ no,50,70
356134,41,35-44,3. Nonbinary,3. Hispanic,4. Bachelor's degree,1. Strong Democrat,1. Extremely liberal,2. Favor a moderate amount,7. Oppose a great deal,2. Favor moderately,7. Oppose a great deal,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,"Not an athoritarian, I voted democrat hole life, abortion, economic, pro union, so that there is more democrats for the ballot. restoring integrity to the office.",Being over agressive arresting parents for truency.,NA,"terrible human being, trying to still election. terrible judges, empowers people who want to regress our sociaty, agains womans rights. immigrants, ward mongar and putting pupet. dangerouns",Climate change. /pi/None of the other problems matter if we don't have a place to live. /pae/it's existential /pae/ that's it.,75,0
356222,51,45-54,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",4. Independent,4. Moderate; middle of the road,4. Neither favor nor oppose,7. Oppose a great deal,6. Oppose moderately,7. Oppose a great deal,7. Oppose a great deal,1. Favor a great deal,7. Oppose a great deal,NA,I favor Donald Trump AE I do not know enough about the lady to be honest AE,"my bank account, and our economy has never been better since Trump was in office. I do [REDACTED OCCUPATION] and when Trump was in office, everything was easier. AE",NA,"Well, we have our president back now; it's just a question of getting our economy back on track.",15,100
356344,31,25-34,2. Woman,3. Hispanic,4. Bachelor's degree,3. Independent-Democrat,4. Moderate; middle of the road,1. Favor a great deal,6. Oppose moderately,4. Neither favor nor oppose,4. Neither favor nor oppose,-6. No post interview,-6. No post interview,-6. No post interview,That she supports immigrants.  /ao/No.,That she is not as transparent as Donald Trump.  /ao/ no.,His transparency.  /AO/ no.,Some of his ideas/ /ao/ his racism. /ao/ No.,NA,NA,NA
356695,23,18-24,1. Man,"6. Multiple races, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,2. Liberal,4. Neither favor nor oppose,6. Oppose moderately,5. Oppose a little,5. Oppose a little,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,More of her views towards taxing and taxing people who make more money not like trump who is wanting to make tax cuts for those who are in the higher tax brackets /AE/ Her pro views on abortion and womens rights and just giving the rights of their bodies back to them instead of to men in office /AE/ Off the top of my head I would say that's it,NA,NA,His views on trans people and people who have transformed from being a woman to being a man or vice versa /AE/ His views on immigration and the whole wanting to build a wall /AE/ His tax codes that he's wanting to push for less taxes for the rich /AE/ His views on abortion /AE/ No,Probably the national debt and all the individual debt of Americans.,85,0
356722,80,NA,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",7. Strong Republican,6. Conservative,2. Favor a moderate amount,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,7. Oppose a great deal,NA,"The reason I decided no to vote for her mainly is that i don't think she is qualified to run this country/ae/I have read things...I don't know if they're rumor or the truth but, I heard rumors that the democats that if Biden ran for president again, they were thinking of choosing a different vice president/ae/I've also read that she uses profanity quite often and she treats her staff horribly/ae/no",My feeling about Donald Trump is that he is not a politiian and he does things that other politicians don't do because it will tarnish their reputation/ae/I think in the past he has done some good things/ae/no,I don't particularly care for his personality and I don't care that he puts people down sometimes./ae/no,"Too much violence/tm/That's about all you hear on the news anymore...shootings and killings, robberies, road rage, hit and run. There is all kinds of violence.",0,100
356884,30,25-34,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,6. Not very strong Republican,5. Slightly conservative,4. Neither favor nor oppose,3. Favor a little,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,"better person, better personality as an individual.just dont agree with some of the policies//ao//no","some of her policies, fiscal policies//ao//no, since she was in the VP office and it apperas she didn't get much done doing that time so I'm not confident in her abilities to get much done in the future//ao//no that sums it up",better economic policies seems to have a better personality for getting things done and the world of poltics//ao/ no,he's not the type of person that anyone should be looking up too/ao/ due to his harsh personality and his lack of empathy in many situations however I try to keep my presonal prefances for anyone seperate from what they can do for the country,Economy. /ms/ Inflation and cost of goods.,30,40
356927,24,18-24,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,1. Strong Democrat,2. Liberal,4. Neither favor nor oppose,7. Oppose a great deal,3. Favor a little,4. Neither favor nor oppose,1. Favor a great deal,2. Favor a moderate amount,2. Favor a moderate amount,I think the policies that she has laid in place already for her first 100 days in office are policies that I strongly aling with. Her running mate Tim Walz had policies that he put in place while he was the governer of Minnesota that strongly align with my beliefs. /AE/ I would also say I believe Kamala Harris is more likely to create equality and reduce the tension between the two major parties. She doesn't use as strong of language compared to her opponents. /AE/ NO,I'd say she hasn't been 100 percent consistent with her policies. She is sort of the stereotypical politician that says whatever will get her votes. /AE/ no,I would say he is fairly smart with fiscal policy.  /AE/ No,"I would say the division that he can and does cause is one large factor. I would also say with the uncoverings of stuff like progect 2025 creates a lot of fear for certain individuals, especially communities that I care a lot about. /AE/ I think the last thing I would say on that is something  that I saw on a video online is that the presidential seat is one of the most powerful seats in the world and that who we as a people choose to fill that seat says a lot about where we are as a nation. The allegations that have come up, the impeachments that he faced, and the felonies that he has been convicted of display to the world that those are characteristics that we admire. /AE/ I also think that he is dishones with some of the things that he says to his followers such as his religious beliefs and the level of care that he has regarding the middle and lower class populations. /AE/ That is all",Control  too much government our view points  on health and what we read.,100,15
356932,36,35-44,-9. Refused,-9. Refused,-9. Refused,-9. Refused,-9. Refused,-2. DK/RF in V241288 or V241289,-2. DK/RF in V241387 or V241388,-2. DK/RF in V241398 or V241399,-2. DK/RF in V241401 or V241402,-2 DK/RF in V242250 or V242251,-2. DK/RF in V242317 or V242318,-2. DK/RF in V242363 or V242363,NA,NA,NA,NA,Refusal,NA,NA
357011,67,NA,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,4. Moderate; middle of the road,1. Favor a great deal,6. Oppose moderately,1. Favor a great deal,3. Favor a little,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,Her joy. A/E Oh there is lots of stuff. Her ability to clearly present the issues. A/E Her choice of the VP candidtate. I love T. Waltz. So early on she is making great decision. A/ E That's enough for now.,NA,NA,"He's a liar, a masogonist, he's a convicted felon. To say things like he has said...he's a racist. A/E He's a narcisssist. A/E No",Donald trump. I think he's in it for his own power.,70,0
357072,34,25-34,1. Man,"1. White, non-Hispanic",4. Bachelor's degree,3. Independent-Democrat,3. Slightly liberal,4. Neither favor nor oppose,7. Oppose a great deal,1. Favor a great deal,4. Neither favor nor oppose,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,"strong, smart, decisive, women's rights, pro democ racy, /ae/",NA,NA,"long list/Jan. 6/ae/mysogynists/pro dictator/ liar/cheater/ae/convicted felon, buddies with jeff epstien/ae/","MAGA Movement/tm/racist, sexist, stupid, cult, too much power",100,0
357171,32,25-34,2. Woman,"2. Black, non-Hispanic","3. Some post-high school, no bachelor's degree",3. Independent-Democrat,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,5. Oppose a little,3. Favor a little,-6. No post interview,-6. No post interview,-6. No post interview,NA,NA,NA,NA,NA,NA,NA
357596,35,35-44,2. Woman,"2. Black, non-Hispanic",1. Less than high school credential,5. Independent-Republican,99. Haven't thought much about this,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,7. Oppose a great deal,4. Neither favor nor oppose,NA,NA,"He show his true colors /AE/ To me is like he show us what we going to get out of him, he's not scripted, like basically you either gonna get the good or the bad it ain't gonna be no surprise because he let us know what to expect if he win /AE/ No","He unsure I would say what would make me not vote for him is instead of being honest with the country with what he know he try to distract us like he really against us he tells us some truth and then he start making lies, you get it? making jokes of the situation /AE/ No ma'am","Violence. /ms/ Guns, kids are getting, killing everybody. Police not getting the proper training and taking their authority to the next level. Sentences, judges...make up their own.",50,50
357625,56,55-64,1. Man,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,3. Slightly liberal,3. Favor a little,5. Oppose a little,1. Favor a great deal,2. Favor moderately,2. Favor a moderate amount,2. Favor a moderate amount,2. Favor a moderate amount,"I like her stances on immigration, gun control, the economy, transgender, racism, and basically kamala harris's platform, or at least what we know about it so far. I was actually a Kamala harris supportetr in 2020 before she dropped out, she's a much better candidate now than she was then. Tim also is fantastic vice presidentioal selection, really bolsters the ticket. /AE/ No.",NA,NA,"I disagree with virtually every position he holds. Having said that, he doesn't really have a position, he does whoever has his ears, the last person he was listening to. His position on project 2025 is despicable, I think quite honestly he's a despicable human being. He's running for himself, he's not running to represent the country in any way shape or form, he's out for keeping imself out of prison, how anyone could support him is beyond my grasp. /AE/ There is something else, it scares me that donald trump could win. Democracy has been under enough pressure between 16 and 20, the supreme court justices he chose, he packed the supreme court justices, ultra conservative and a train wreck at this point, in his first term he didn't understand how government worked. If he were in office again with project 2025, now that he knows that he's doing, he could put zealots in different parts of the country, and now that he knows what he's doing, he could turn the government into a facist state. /AE/ No.","Just the country's so divided, um, I mean basically we're so divided we can't speak with eachother anymore, there's no compromise, we've become a two party system, you're not even allowed to speak with someone form te other party, from a congressional standpoint. I don't think you can have political discourse with anybody, friends family, work mates, yeah I'm thinking that's the end of the statement I think.",85,0
357680,65,65+,2. Woman,"1. White, non-Hispanic",4. Bachelor's degree,3. Independent-Democrat,3. Slightly liberal,1. Favor a great deal,7. Oppose a great deal,1. Favor a great deal,2. Favor moderately,2. Favor a moderate amount,2. Favor a moderate amount,2. Favor a moderate amount,"She spent her all career in public service, She has been there for the last 4 years as a vicepresident, She understand the responsabilities that is been president of US. AO, She is a lot more fun that Donald Trump",NA,NA,"He is a lier, try people to fight each other. The presindent has to be integrity and good charater. Need to be, he is not doing the pacefull tranfer of power. AO/no","probably the economy /tm/ well prices are still a little higher than most people are comfortable wtih and the economy is not exactly even and fair in all areas, housing still very high in a lot of areas and childcare, transportation, things that impact people",100,0
357747,66,NA,1. Man,"1. White, non-Hispanic",2. High school credential,7. Strong Republican,6. Conservative,7. Oppose a great deal,6. Oppose moderately,6. Oppose moderately,1. Favor a great deal,7. Oppose a great deal,3. Favor a little,7. Oppose a great deal,NA,"First of all, she's a phony, I think she's all hype. As long as she has a teleprompter, she can't deliver her ideas withou having them scripted. We can go into the debate. Even though she answered her questions straightforward. I have suspicions that she was given the questions to prepare for that debate because it was the first time she didn't get lost answering questions. Her so called economic plans are no more copies of what Trump already put forward. She's like Joe Bide, a plaigarist. She's taking credit for other's work. The border itself is an indication of her lack to perform her job. She claims for the last three and a half years to clean up Donald Trump's mess, and how Trump handed them a bad economy. They seem to forget that Covid was a global epidemic that stalled the economic engine so the jobs lost in the last 8 months of Trump's presidency is due to Covid. When he had to shut down the US economy, it had a massive impact on people's ability to work. This is what the Democrats are running on. There were more people that died from Covid under Joe Biden rather than Donald Trump. Biden and Kamala didn't create jobs, they were just jobs that came back that were already there but stalled by Covid. She says there were no problems at the border, and to try and blame the border issues on someone who tried to fix it, that's someone of no faith. There is no substance to what she says. /AE/ How she got to where she is is incredible, she talks about how she ran on her attorney general but she never prosecuted cases, she hired people to, and one of her cases came back where a man was wrongly accused and imprisoned a man for six years. Then she was in the senate for four years but did nothing, you can look at her voting record. Then she became Vice President. But surprisingly to me how the federal election commission allowed Joe Biden to be elected for the General election yet she along with Chuck Shumer and Nancy Pulosi orchestrated a cois. They took Joe Biden and told him he was going to have to back Kamala or we're going to have to use the 25th ammendment and yank him out. So against his own will, he was pushed out. When Kamala ran for president she didn't have support and now she's up for president. They got rid of J. Biden because the polls showed he was going to lose. When someone is failing in the polls, they're failing in the polls never did I ever see where they pulled out the person who was failing in the polls to put in someone they thought would get more votes. You could go back to Ford v. Carter and he was the Rep. nominee but Ford and they knew he wasn't going to beat Carter and just because he was failing, they didn't pull him out. Joe Biden was the officially elected nominee to run against Donald Trump, but since his failure in the first debate so they replace him. /AE/ During this last debate with a 3 against 1, when she actually told the American people that if he lost it would be a blood bath, to suggest that if D. Trump doesn't win, that it would be a blood bath, what he was refering to was economics. He was talking about economic concequences, because the Democrats are going to keep using the failed policies. Not a blood bath related to a cous, it was a euphanism. But for her to say this is going to be a blood bath, to take that out of context, to me it shows a despreate measure to try and put fear into people by a play on words, given the extreme seriousness that this country is in. This is indicative of how she would run as president. /AE/ She for the last year and a half has boasted that Bidenomics is working, shows just how shallow she is or she's not in touch w/ reality. She was the tie breaker for the American Relief Act, but it had nothing to do with American Relief, it was to help other countries and do very little for Americans. There was very little support for America. They slapped America Relif act on it to make it seem like it was for the American people but it was not. One more thing, they were talking about Hatians coming into this country. Apparently she was responsible for jetting in illegal immigrants instead of coming accross the border. /AE/ When the riots were happening in Seattle, she was for releasing those who were responsible for the riots out in the West. She wanted to go ahead and release them from being held. These people were responsible for a real insurection. That's an insurection. She was protecting those rights for those people. /AE/ In the end there is nothing she has done to remotely try to earn my trust. She's a bonafide marxist. /AE/ No.","He's an outside. He's not beheld to any special interest groups. He has a phenomenal prior 4 year record, had it not been for Covid. He speaks his mind. He took a bullet to the head and he continues to move forward. He had great conviction and keen business mind and intellect. But he's not a saint, he has his faults. /AE/ That's it.",NA,"Immigration /TM/The fact that we have open boarders and coming across and not going through the legal process and entry points and not registering. that is why just coming across the Rio. Just not one, coming across in varration directions which is adding to crime. There is no vetting process just coming across in droves.",0,100
357891,42,35-44,2. Woman,"1. White, non-Hispanic",5. Graduate degree,1. Strong Democrat,2. Liberal,3. Favor a little,5. Oppose a little,1. Favor a great deal,1. Favor a great deal,2. Favor a moderate amount,1. Favor a great deal,4. Neither favor nor oppose,"Not Donald Trump.  She has a brain in her head, seems like she has some kind of functional ability to play the game.",She wants to be president way too much.,NA,He' a narcicist who cares about absolutely nothing but his own gain.,Enviromental concerns. Climate change is making whole sections of the country unlivable.,65,0
357911,39,35-44,1. Man,"1. White, non-Hispanic","3. Some post-high school, no bachelor's degree",6. Not very strong Republican,6. Conservative,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,4. Neither favor nor oppose,6. Oppose a moderate amount,5. Oppose a little,4. Neither favor nor oppose,NA,mostly economic  / ae / border stuff / ae / no,economic /ae / border / ae / no,big mouth / ae / no,"Unemployment and immigration. /ms/ I would prefer to see the unemployment rate improving, people working. And I'd like to see border security; people coming to America through legal channels.",15,70
358037,33,25-34,1. Man,"1. White, non-Hispanic",2. High school credential,5. Independent-Republican,4. Moderate; middle of the road,3. Favor a little,2. Favor moderately,4. Neither favor nor oppose,2. Favor moderately,7. Oppose a great deal,6. Oppose a moderate amount,2. Favor a moderate amount,NA,Her views /ae/ no,NA,How he handles himself /ae/ no,"violence, too much of it, school shootings /AE/ No",40,50
358067,47,45-54,1. Man,"6. Multiple races, non-Hispanic","3. Some post-high school, no bachelor's degree",5. Independent-Republican,4. Moderate; middle of the road,6. Oppose a moderate amount,2. Favor moderately,7. Oppose a great deal,7. Oppose a great deal,6. Oppose a moderate amount,6. Oppose a moderate amount,3. Favor a little,she reads from the teleprompter/AE/she has a generally kinder disposition on the surface/AE/no,she reads from the teleprompter/ae/she's a puppet/ae/no,"his position on NAFTA, OPEC, Paris Accord, war in general/AE/international relations, negotiations, diplomacy/AE/he's an asshole/AE/no, that will do it/one more - his stance against the world economic forum, his stance in relation to the world economic forum (Klaus Schwab and George Soros)","similar to the rest of the politicians, he is a pig, narcissist, borderline sociopath, as most of the rich are/AE/no","Outsourcing manufacturing, free trade, unbridled unregulated free trade leading to outsourced manufacturing",60,85
